,context,id,identifier,image,note,reading,sign,tablet
11441,šá-lu-ú,929,3beb9699-a6b3-4cba-ab51-221df6a8bdf3,glyph_img/3beb9699-a6b3-4cba-ab51-221df6a8bdf3.png,,lu,114,40
11442,ina KI-tì,928,4a002360-bce8-4c7c-89a2-ba855aaf4380,glyph_img/4a002360-bce8-4c7c-89a2-ba855aaf4380.png,,tì,166,40
11443,ina KI-tì,927,b2ec27ac-1211-4a7d-b950-185c9477ffaa,glyph_img/b2ec27ac-1211-4a7d-b950-185c9477ffaa.png,preceding 'ina' visible,KI,193,40
11444,KUR,926,34db95f1-bbe8-41dd-9995-a887a80d8916,glyph_img/34db95f1-bbe8-41dd-9995-a887a80d8916.png,,KUR,230,40
11445,É.SAG.GÍL,925,7389cb3c-ba9a-438a-9e83-3bd5e0689b88,glyph_img/7389cb3c-ba9a-438a-9e83-3bd5e0689b88.png,,SAG,149,40
11446,LÚ.ŠÀ.TAM,924,a142296d-d568-4c53-baec-aa596a3877d8,glyph_img/a142296d-d568-4c53-baec-aa596a3877d8.png,,TAM,138,40
11447,LÚ.ŠÀ.TAM,923,61289d70-f026-4727-8852-7e287dfac5eb,glyph_img/61289d70-f026-4727-8852-7e287dfac5eb.png,,ŠÀ,101,40
11448,LÚ.KAB.SAR,922,21a6aded-91c3-4643-a4ae-0ba767ad7418,glyph_img/21a6aded-91c3-4643-a4ae-0ba767ad7418.png,,KAB,45,40
11449,a-šar,921,be4cfcd6-8a4a-4ec0-9285-f84810eeea5a,glyph_img/be4cfcd6-8a4a-4ec0-9285-f84810eeea5a.png,,šar,240,40
11450,bu-še-e,920,1132b1cf-2862-4915-b850-c2e7f84156f0,glyph_img/1132b1cf-2862-4915-b850-c2e7f84156f0.png,,še,95,40
11451,bu-še-e,919,655edbff-328c-4927-a3ab-876009ba63a0,glyph_img/655edbff-328c-4927-a3ab-876009ba63a0.png,,bu,137,40
11452,áš-šú,918,d7f7a7cb-8afb-4649-b89f-4e6b3093bfd4,glyph_img/d7f7a7cb-8afb-4649-b89f-4e6b3093bfd4.png,,áš,132,40
11453,IZI,917,298400aa-4cfd-4263-b2aa-12cb6e3ce4cd,glyph_img/298400aa-4cfd-4263-b2aa-12cb6e3ce4cd.png,,IZI,160,40
11454,u4-mu,916,a25ca881-02dd-4c34-8662-2501be6d8941,glyph_img/a25ca881-02dd-4c34-8662-2501be6d8941.png,,mu,174,40
11455,uk-tin-nu-ú,915,f1579a5d-dab3-4bea-b1d4-fe44ed4096e1,glyph_img/f1579a5d-dab3-4bea-b1d4-fe44ed4096e1.png,,ú,124,40
11456,uk-tin-nu-ú,914,5480177f-80ee-4b4a-9c33-deb3eb4a597e,glyph_img/5480177f-80ee-4b4a-9c33-deb3eb4a597e.png,,nu,226,40
11457,uk-tin-nu-ú,913,7ed0ae74-a0f5-45df-a0c7-2596583e32a8,glyph_img/7ed0ae74-a0f5-45df-a0c7-2596583e32a8.png,,tin,103,40
11458,uk-tin-nu-ú,912,80d8afac-7156-4a85-b6e1-1da7506f0351,glyph_img/80d8afac-7156-4a85-b6e1-1da7506f0351.png,,uk,151,40
11459,maš-a-a-al-tu4,911,4ea79ce3-4d96-404f-b705-1d452a0dc8fe,glyph_img/4ea79ce3-4d96-404f-b705-1d452a0dc8fe.png,,al,117,40
11460,maš-a-a-al-tu4,910,01bdaa3c-102e-4b48-90fe-88e08c8cdea9,glyph_img/01bdaa3c-102e-4b48-90fe-88e08c8cdea9.png,,maš,247,40
11461,GIŠ.sim-mil-tu4,909,75f7b834-93eb-49fa-8c03-ad5a1bc06559,glyph_img/75f7b834-93eb-49fa-8c03-ad5a1bc06559.png,,tu4,164,40
11462,GIŠ.sim-mil-tu4,908,e8d410df-38b7-4c10-97d0-9ecdfb6aa747,glyph_img/e8d410df-38b7-4c10-97d0-9ecdfb6aa747.png,,mil,229,40
11463,GIŠ.sim-mil-tu4,907,4fe02f8c-7eaa-4bc9-9c4e-0a6601956256,glyph_img/4fe02f8c-7eaa-4bc9-9c4e-0a6601956256.png,,sim,169,40
11464,ku-tal,906,e22aac93-7fff-41f4-850f-086b685b99c4,glyph_img/e22aac93-7fff-41f4-850f-086b685b99c4.png,,tal,167,40
11465,ku-tal,905,6609e20e-5c63-4a55-a08f-d54666ba50bb,glyph_img/6609e20e-5c63-4a55-a08f-d54666ba50bb.png,,ku,232,40
11466,LÚ.DI.KUD.MEŠ,904,13586fd3-40ec-4a64-ab79-fa8be3182c17,glyph_img/13586fd3-40ec-4a64-ab79-fa8be3182c17.png,,LÚ,128,40
11467,É.SAG.GÍL,903,b9f06d09-51cb-4c99-9dd8-d4043248d5d9,glyph_img/b9f06d09-51cb-4c99-9dd8-d4043248d5d9.png,,SAG,149,40
11468,LÚ.E.KI.MEŠ,902,76e9fc46-c49f-4b58-8317-7b89dd19ff59,glyph_img/76e9fc46-c49f-4b58-8317-7b89dd19ff59.png,,MEŠ,115,40
11469,LÚ.E.KI.MEŠ,901,0cb03594-2deb-4e43-99bf-2620abb51e08,glyph_img/0cb03594-2deb-4e43-99bf-2620abb51e08.png,,KI,193,40
11470,a-šá-bi,900,830dca74-3cf8-4df2-b6e6-563fe1ff589f,glyph_img/830dca74-3cf8-4df2-b6e6-563fe1ff589f.png,,a,107,40
11471,a-šá-bi,899,062a3336-90d0-4a14-bcb7-c31fba2c8d6a,glyph_img/062a3336-90d0-4a14-bcb7-c31fba2c8d6a.png,,šá,11,40
11472,DÙ-'u,898,92633729-c076-414a-bc29-cbca93ca0eae,glyph_img/92633729-c076-414a-bc29-cbca93ca0eae.png,,DÙ,74,40
11473,LÚ.ŠEŠ-šu,897,47aaa38e-f156-4389-9c5e-210db349df03,glyph_img/47aaa38e-f156-4389-9c5e-210db349df03.png,,ŠEŠ,129,40
11474,ITU.KIN,896,216ca4ac-fdeb-41d2-90fd-4cd2b9e9a3c6,glyph_img/216ca4ac-fdeb-41d2-90fd-4cd2b9e9a3c6.png,,KIN,86,40
11475,ITU.KIN,895,3b8187b6-1440-42fa-970b-3bc884be91f6,glyph_img/3b8187b6-1440-42fa-970b-3bc884be91f6.png,,ITU,177,40
11476,ITU BI,894,5af6f6e9-073f-42c3-93f0-efa230fdcdc0,glyph_img/5af6f6e9-073f-42c3-93f0-efa230fdcdc0.png,,BI,93,40
11477,qa-lu-ú,893,f02d5eca-f821-47ac-ac43-b9f895cf5083,glyph_img/f02d5eca-f821-47ac-ac43-b9f895cf5083.png,,lu,114,40
11478,qa-lu-ú,892,49b9b3ea-9e80-416b-bcd3-389f78cdead5,glyph_img/49b9b3ea-9e80-416b-bcd3-389f78cdead5.png,,qa,218,40
11479,iš-šu-ú,891,5ea5e1e0-f1d7-4a4c-b12e-2b434fe87a0d,glyph_img/5ea5e1e0-f1d7-4a4c-b12e-2b434fe87a0d.png,,ú,124,40
11480,iš-šu-ú,890,5b4643e7-1a20-4334-a67a-79eef6619b0b,glyph_img/5b4643e7-1a20-4334-a67a-79eef6619b0b.png,,šu,135,40
11481,iš-u-ú,889,72af9b35-30ae-40a6-991b-3f44bd586bf2,glyph_img/72af9b35-30ae-40a6-991b-3f44bd586bf2.png,,iš,229,40
11482,TIN.TIR.KI,888,27c5e139-66e9-4d57-904e-0c2bae58932c,glyph_img/27c5e139-66e9-4d57-904e-0c2bae58932c.png,GN,KI,193,40
11483,TIN.TIR.KI,887,5fd2cbdb-a378-4ed1-80fe-66da03dbce27,glyph_img/5fd2cbdb-a378-4ed1-80fe-66da03dbce27.png,GN,TIR,85,40
11484,TIN.TIR.KI,886,0811ba22-a065-4a2b-88cd-30b9e078ad67,glyph_img/0811ba22-a065-4a2b-88cd-30b9e078ad67.png,GN,TIN,103,40
11485,KU4-ub,885,07ce8dd7-4197-4fef-abc4-67a0d79491c8,glyph_img/07ce8dd7-4197-4fef-abc4-67a0d79491c8.png,,KU4,176,40
11486,ŠIM.LI,884,b3fc1175-76dc-4a69-9a77-c5a511f4285a,glyph_img/b3fc1175-76dc-4a69-9a77-c5a511f4285a.png,,LI,175,40
11487,ŠIM.LI,883,aecada8a-a50d-431f-be54-a4a704970cab,glyph_img/aecada8a-a50d-431f-be54-a4a704970cab.png,,ŠIM,56,40
11488,GIŠ.KIRI6,882,014bb0ec-bbb8-4a4e-b1f1-cce158fd71e7,glyph_img/014bb0ec-bbb8-4a4e-b1f1-cce158fd71e7.png,,KIRI6,240,40
11489,ù,881,89e754d9-f99e-4e14-b6d3-02c1bbeb3fbc,glyph_img/89e754d9-f99e-4e14-b6d3-02c1bbeb3fbc.png,,ù,191,40
11490,MÍ.E.KI.MEŠ,880,1f116905-936c-4ecb-8d2f-de211f4f9b9f,glyph_img/1f116905-936c-4ecb-8d2f-de211f4f9b9f.png,,MÍ,60,40
11491,ITU.APIN,879,6c8a7af0-1243-4509-9c15-6028c7a4fe8a,glyph_img/6c8a7af0-1243-4509-9c15-6028c7a4fe8a.png,,ITU,177,40
11492,LUGAL.MEŠ,878,59176a95-0a06-4eaf-b1e0-ceac621da1a5,glyph_img/59176a95-0a06-4eaf-b1e0-ceac621da1a5.png,,MEŠ,115,40
11493,HU[L-u]t(?)-tì,877,eb345cfa-7409-45c0-811a-f203e9433a72,glyph_img/eb345cfa-7409-45c0-811a-f203e9433a72.png,,tì,166,39
11494,ú-šá-an-nu-ú,876,672fcf47-9901-42fc-a911-ca37871263bc,glyph_img/672fcf47-9901-42fc-a911-ca37871263bc.png,,ú,124,39
11495,um-ma,875,21fd282d-bd72-4c7f-88e7-8827507e0cfb,glyph_img/21fd282d-bd72-4c7f-88e7-8827507e0cfb.png,,um,153,39
11496,uš-te-mi-iq-qu-ú,874,2e076bb5-4335-417e-b835-6fccfcf26d57,glyph_img/2e076bb5-4335-417e-b835-6fccfcf26d57.png,,iq,168,39
11497,uš-te-mi-iq-qu-ú,873,982b9aa6-16d6-441b-9b50-eb76f15b5a1b,glyph_img/982b9aa6-16d6-441b-9b50-eb76f15b5a1b.png,,qu,161,39
11498,uš-te-mi-iq-qu-ú,872,6e2a555a-6365-4791-aa94-4096f542aa96,glyph_img/6e2a555a-6365-4791-aa94-4096f542aa96.png,,uš,63,39
11499,UN.MEŠ PAB.MEŠ,871,c7e9ea75-2b39-4e4a-815d-e69f8ac8eaa3,glyph_img/c7e9ea75-2b39-4e4a-815d-e69f8ac8eaa3.png,,PAB,67,39
11500,ik-kil-lu,870,38f56329-055d-4f95-a2fa-d2ecf6e0ae98,glyph_img/38f56329-055d-4f95-a2fa-d2ecf6e0ae98.png,,lu,114,39
11501,AB-har-ri-iš,869,218d07c3-c33f-41d2-a9ca-56b37937ff2d,glyph_img/218d07c3-c33f-41d2-a9ca-56b37937ff2d.png,meaning?,ri,167,39
11502,AB-har-ri-iš,868,139111ea-dea7-457b-81e7-410f534bb74f,glyph_img/139111ea-dea7-457b-81e7-410f534bb74f.png,meaning?,iš,229,39
11503,É.GAL,867,4b05d76e-060a-48ee-9072-bca6143fe97a,glyph_img/4b05d76e-060a-48ee-9072-bca6143fe97a.png,,GAL,73,39
11504,šú-nu-tú,866,34fff5be-4422-45a5-a375-018ea942e896,glyph_img/34fff5be-4422-45a5-a375-018ea942e896.png,,nu,226,39
11505,šu-zu-ub-bu,865,d027cae1-48fe-4184-aa08-a1d5e3181ef1,glyph_img/d027cae1-48fe-4184-aa08-a1d5e3181ef1.png,,bu,137,39
11506,šu-zu-ub-bu,864,a2fa2e03-2a71-4902-b2cf-6ebaef815957,glyph_img/a2fa2e03-2a71-4902-b2cf-6ebaef815957.png,,ub,118,39
11507,šu-zu-ub-bu,863,e13e1b36-4dd3-4f82-88bb-c77dcf9650fa,glyph_img/e13e1b36-4dd3-4f82-88bb-c77dcf9650fa.png,,zu,183,39
11508,šu-zu-ub-bu,862,cb7254df-e93a-447d-a63a-78126ac054ff,glyph_img/cb7254df-e93a-447d-a63a-78126ac054ff.png,,šu,135,39
11509,a-na,861,be77116e-c75e-45d8-9ce1-691790d64457,glyph_img/be77116e-c75e-45d8-9ce1-691790d64457.png,,na,172,39
11510,nap-har-šú-nu,860,e10561b1-16b9-454f-be01-365f0ab5f31f,glyph_img/e10561b1-16b9-454f-be01-365f0ab5f31f.png,,šú,113,39
11511,nap-har-šú-nu,859,cd907182-bb59-4f19-b2d8-dbff1ce10fce,glyph_img/cd907182-bb59-4f19-b2d8-dbff1ce10fce.png,,har,185,39
11512,nap-har-šú-nu,858,487c628d-9b9d-44ed-b317-bf0726751ef5,glyph_img/487c628d-9b9d-44ed-b317-bf0726751ef5.png,,nap,200,39
11513,ú-maš-ši-ru-ú,857,5e127f3b-59c6-453f-9570-81ea1fe5050c,glyph_img/5e127f3b-59c6-453f-9570-81ea1fe5050c.png,,ru,173,39
11514,ú-maš-ši-ru-ú,856,43a9cf79-11f6-46d1-8488-d5e935f65781,glyph_img/43a9cf79-11f6-46d1-8488-d5e935f65781.png,,maš,247,39
11515,ú-maš-ši-ru-ú,855,4a2e9c25-8ea8-486b-82a0-8a1271114084,glyph_img/4a2e9c25-8ea8-486b-82a0-8a1271114084.png,,ši,190,39
11516,a-da-nu,854,587fe210-2d1f-44a3-8429-4a21f099e7d5,glyph_img/587fe210-2d1f-44a3-8429-4a21f099e7d5.png,,da,131,39
11517,i-ki-ma,853,dd11fce5-2a72-48b3-9c5c-3b8ae089ca40,glyph_img/dd11fce5-2a72-48b3-9c5c-3b8ae089ca40.png,,i,155,39
11518,i-ki-ma-[x],852,65df260f-3d04-495b-9b03-e9c69f7ffe4f,glyph_img/65df260f-3d04-495b-9b03-e9c69f7ffe4f.png,,ma,133,39
11519,i-ki-ma,851,849942ea-d036-40aa-a659-1e73590773ce,glyph_img/849942ea-d036-40aa-a659-1e73590773ce.png,,ki,193,39
11520,AGA,850,7986e929-27e0-4e86-96e8-fdc965569b48,glyph_img/7986e929-27e0-4e86-96e8-fdc965569b48.png,,AGA,68,39
11521,KÙ.GI,849,c912f3ab-aeea-48ec-bfb2-eb414d260683,glyph_img/c912f3ab-aeea-48ec-bfb2-eb414d260683.png,,KÙ,116,39
11522,ma-dak-ta-šú,848,c1e9b63c-8aa5-4c77-b1c0-b0d69c5f3cad,glyph_img/c1e9b63c-8aa5-4c77-b1c0-b0d69c5f3cad.png,,dak,28,39
11523,ma-dak-ta-šú,847,e7afedd9-b306-46e3-818f-db74dc3fc12b,glyph_img/e7afedd9-b306-46e3-818f-db74dc3fc12b.png,,ma,133,39
11524,su,846,0ca38236-edb7-46bf-af22-c01a21f86d9a,glyph_img/0ca38236-edb7-46bf-af22-c01a21f86d9a.png,GN,su,181,39
11525,ÉRIN-ni,845,f1eb1db7-0bb3-4964-b321-17ca50e4c639,glyph_img/f1eb1db7-0bb3-4964-b321-17ca50e4c639.png,,ni,210,39
11526,GUR-ra,844,095bc861-2391-41e8-aaf7-0e3dbdb8a4f4,glyph_img/095bc861-2391-41e8-aaf7-0e3dbdb8a4f4.png,,GUR,147,39
11527,LÚ.pu-li-te-e,843,0c7197b4-371b-454d-9ad7-c2176b750081,glyph_img/0c7197b4-371b-454d-9ad7-c2176b750081.png,,pu,137,39
11528,LÚ.pu-li-te-e,842,8954f11e-f2a6-47bc-b6d0-967a610352f0,glyph_img/8954f11e-f2a6-47bc-b6d0-967a610352f0.png,,te,81,39
11529,LÚ.pu-li-te-e,841,a28d32cb-d9ba-45d0-ba13-ff2b7fe3d1f3,glyph_img/a28d32cb-d9ba-45d0-ba13-ff2b7fe3d1f3.png,,li,175,39
11530,KASKAL,840,8fbf45ce-3f8e-42f0-84ad-d1d1adabe974,glyph_img/8fbf45ce-3f8e-42f0-84ad-d1d1adabe974.png,without Dualis,KASKAL,55,39
11531,iṣ-bat,839,1f24683d-462f-4866-b43f-e96b7531236e,glyph_img/1f24683d-462f-4866-b43f-e96b7531236e.png,,bat,219,39
11532,d.IM,838,ac5625c3-fc5c-42e5-ba82-a9cd2b3392f5,glyph_img/ac5625c3-fc5c-42e5-ba82-a9cd2b3392f5.png,part of PN,IM,144,39
11533,UD 9.KAM,837,0181f74e-70da-48af-92d4-209c261935aa,glyph_img/0181f74e-70da-48af-92d4-209c261935aa.png,,KAM,97,39
11534,UD.DU.MEŠ,836,51752963-fe6c-4662-af51-c5c90fb11e73,glyph_img/51752963-fe6c-4662-af51-c5c90fb11e73.png,,MEŠ,115,39
11535,I.Ba-a-a-ga-šá-a,835,5e2d85ee-d01a-4ccf-b6c1-7b18ebbbb89f,glyph_img/5e2d85ee-d01a-4ccf-b6c1-7b18ebbbb89f.png,PN,ga,125,39
11536,È.ZI.DA,834,99e20ef8-6fea-4f46-8520-11a307bf2dd6,glyph_img/99e20ef8-6fea-4f46-8520-11a307bf2dd6.png,,DA,131,39
11537,bar,833,a60171b7-f7d2-465a-bba9-757b702f845e,glyph_img/a60171b7-f7d2-465a-bba9-757b702f845e.png,GN,bar,1,39
11538,ana muh-hi,832,f8778f07-685b-4fc5-bede-5eca76a5ebfb,glyph_img/f8778f07-685b-4fc5-bede-5eca76a5ebfb.png,,muh,187,39
11539,iq-bi,831,6fbf71cb-54a1-4dd4-ac60-55b641b70e30,glyph_img/6fbf71cb-54a1-4dd4-ac60-55b641b70e30.png,,bi,93,39
11540,iq-bi,830,81193c13-ad0e-4058-91d5-e40c40b147e8,glyph_img/81193c13-ad0e-4058-91d5-e40c40b147e8.png,,iq,168,39
11541,la-ab-[šú-ú],829,0b378f00-0655-419b-a0cd-9e1e6b0166f8,glyph_img/0b378f00-0655-419b-a0cd-9e1e6b0166f8.png,,ab,150,39
11542,SAR-hu,828,60fe918c-2323-4d5f-a3c9-887dc7f494e0,glyph_img/60fe918c-2323-4d5f-a3c9-887dc7f494e0.png,,hu,170,39
11543,SAR-hu,827,3288155d-6555-4a30-b701-3fc151613ee6,glyph_img/3288155d-6555-4a30-b701-3fc151613ee6.png,,SAR,240,39
11544,ib-ta-ak-ku-ú,826,e54d338b-b229-4dec-a598-91d5c7fa561e,glyph_img/e54d338b-b229-4dec-a598-91d5c7fa561e.png,,ú,124,39
11545,ib-ta-ak-ku-ú,825,60c3e890-6ac0-4fe2-b49b-76852837271c,glyph_img/60c3e890-6ac0-4fe2-b49b-76852837271c.png,,ak,234,39
11546,ib-ta-ak-ku-ú,824,4913b07b-1cec-419c-b636-c7472ce0284b,glyph_img/4913b07b-1cec-419c-b636-c7472ce0284b.png,,ta,154,39
11547,ib-ta-ak-ku-ú,823,35ef5e49-96f2-43ab-9df2-03b90fde114c,glyph_img/35ef5e49-96f2-43ab-9df2-03b90fde114c.png,,ib,65,39
11548,UN.MEŠ,822,e8145bd5-df9a-4203-932b-e48b6614903d,glyph_img/e8145bd5-df9a-4203-932b-e48b6614903d.png,,UN,121,39
11549,É DINGIR.MEŠ,821,2e78efed-e25e-4714-8dbf-c789b2e77ab0,glyph_img/2e78efed-e25e-4714-8dbf-c789b2e77ab0.png,,É,136,39
11550,URU,820,7a409c07-5bf7-4bc1-810a-cb3425a0fc75,glyph_img/7a409c07-5bf7-4bc1-810a-cb3425a0fc75.png,,URU,216,39
11551,da-ba-bu,819,cf614723-1a0f-4f6a-8eb4-ce62e82d3e21,glyph_img/cf614723-1a0f-4f6a-8eb4-ce62e82d3e21.png,,bu,137,39
11552,da-ba-bu,818,9e46a9b7-0db5-44dd-9e4c-ffa6eb402c1e,glyph_img/9e46a9b7-0db5-44dd-9e4c-ffa6eb402c1e.png,,ba,182,39
11553,da-ba-bu,817,861436b5-1f0c-4e85-baa9-86d15edb4949,glyph_img/861436b5-1f0c-4e85-baa9-86d15edb4949.png,,da,131,39
11554,DÙG.GA,816,595129bc-6749-46d6-a729-743bc4846ff1,glyph_img/595129bc-6749-46d6-a729-743bc4846ff1.png,,DÙG,141,39
11555,UMUŠ,815,d416c380-5602-48c1-9e8f-166b13577d42,glyph_img/d416c380-5602-48c1-9e8f-166b13577d42.png,,UMUŠ,232,39
11556,dam-qa,814,a0aedd26-af83-43dc-8cc1-2af2d42ec239,glyph_img/a0aedd26-af83-43dc-8cc1-2af2d42ec239.png,,qa,218,39
11557,LÚ.ŠÀ.TAM,813,31dd503e-618b-4d05-a8b7-06a84d5f88c4,glyph_img/31dd503e-618b-4d05-a8b7-06a84d5f88c4.png,,ŠÀ,101,39
11558,ba-ki,812,78722fb1-54a5-472f-a396-d05379acaded,glyph_img/78722fb1-54a5-472f-a396-d05379acaded.png,,ba,182,39
11559,šu-ku-u[l-ti],811,2bc63fed-0a95-4142-929f-c3ffdd9d31c2,glyph_img/2bc63fed-0a95-4142-929f-c3ffdd9d31c2.png,,ku,232,39
11560,šu-ku-u[l-ti],810,dbf2f1b3-d8f9-41dc-bb68-8b92d560bccb,glyph_img/dbf2f1b3-d8f9-41dc-bb68-8b92d560bccb.png,,šu,135,39
11561,UZ.TUR.MUŠEN,809,1830381c-1fc0-40c5-9853-c3a7a74d1db7,glyph_img/1830381c-1fc0-40c5-9853-c3a7a74d1db7.png,,TUR,64,39
11562,UZ.TUR.MUŠEN,808,dcccc6f6-c437-4708-ae96-95437707313b,glyph_img/dcccc6f6-c437-4708-ae96-95437707313b.png,,MUŠEN,170,39
11563,UZ.TUR.MUŠEN,807,da0b8a53-d5fe-4e88-9c8a-bff1a2f3019f,glyph_img/da0b8a53-d5fe-4e88-9c8a-bff1a2f3019f.png,,UZ,102,39
11564,É.GAL.MEŠ,806,72e66d4d-2c20-49bc-a861-a28e73cee990,glyph_img/72e66d4d-2c20-49bc-a861-a28e73cee990.png,,MEŠ,115,39
11565,la-bi-ri-šú-nu,805,29f61936-f430-4bcd-813c-f84667bc8198,glyph_img/29f61936-f430-4bcd-813c-f84667bc8198.png,,šú,113,39
11566,la-bi-ri-šú-nu,804,9c2ccf56-5b0c-49ca-a58c-3160763e09c6,glyph_img/9c2ccf56-5b0c-49ca-a58c-3160763e09c6.png,,ri,167,39
11567,as-ra-a-tú,803,855c73b9-d616-46a9-bb3b-6e48166e8b5c,glyph_img/855c73b9-d616-46a9-bb3b-6e48166e8b5c.png,,ra,127,39
11568,as-ra-a-tú,802,7cb650f0-ba15-4308-b3c0-9c24d65bb67d,glyph_img/7cb650f0-ba15-4308-b3c0-9c24d65bb67d.png,,as,152,39
11569,KUR,801,7a2337be-c13e-4846-b188-235e14e21d9e,glyph_img/7a2337be-c13e-4846-b188-235e14e21d9e.png,,KUR,230,39
11570,lìb-bi,800,55e09675-49b7-4819-b78d-217b4e6b7ef1,glyph_img/55e09675-49b7-4819-b78d-217b4e6b7ef1.png,,lìb,101,39
11571,ṭu-ub,799,10c289e4-30c7-4412-942d-9f595679b204,glyph_img/10c289e4-30c7-4412-942d-9f595679b204.png,,ub,118,39
11572,LÚ.Ia-a'-man-nu.KI,798,f1eb22c7-2078-4383-a302-c55e31420f73,glyph_img/f1eb22c7-2078-4383-a302-c55e31420f73.png,,a',142,39
11573,GIM,797,cc1ea264-83ea-4c02-bbfb-0b293e86fd1f,glyph_img/cc1ea264-83ea-4c02-bbfb-0b293e86fd1f.png,,GIM,61,39
11574,É.SAG.GÍL,796,e575ebaf-9575-467f-84a9-1b4b81149431,glyph_img/e575ebaf-9575-467f-84a9-1b4b81149431.png,,SAG,149,39
11575,KÁ GAL-i,795,e03193de-aed8-485e-b863-56ccd2b39d8b,glyph_img/e03193de-aed8-485e-b863-56ccd2b39d8b.png,,KÁ,184,39
11576,KÁ.SIKIL.LA,794,585750cb-925e-4112-8b04-64b9bc098760,glyph_img/585750cb-925e-4112-8b04-64b9bc098760.png,,LA,231,39
11577,i-di-[,793,0f9cd00c-6684-4eaa-959c-4027537a6f60,glyph_img/0f9cd00c-6684-4eaa-959c-4027537a6f60.png,,di,192,39
11578,ik-mi-i,792,b818f644-8097-4d2c-ad03-080e090f41c3,glyph_img/b818f644-8097-4d2c-ad03-080e090f41c3.png,,mi,188,39
11579,ik-mi-i,791,2caddd85-f0f2-4f70-9be7-d8908f1b06ad,glyph_img/2caddd85-f0f2-4f70-9be7-d8908f1b06ad.png,,ik,168,39
11580,kin-ṣi-šú,790,1a6fc25a-ac9f-4f22-b067-19be1b90d43d,glyph_img/1a6fc25a-ac9f-4f22-b067-19be1b90d43d.png,,ṣi,58,39
11581,kin-ṣi-šú,789,a644da26-431e-4aeb-9fe3-d4c022e6f77d,glyph_img/a644da26-431e-4aeb-9fe3-d4c022e6f77d.png,,kin,86,39
11582,LÚ.A.MEŠ,788,c41e6a45-9c07-42aa-9734-63aca439035e,glyph_img/c41e6a45-9c07-42aa-9734-63aca439035e.png,,MEŠ,115,39
11583,LÚ.A.MEŠ,787,69534cff-fb19-4ab9-9cad-ae45f8d72cc8,glyph_img/69534cff-fb19-4ab9-9cad-ae45f8d72cc8.png,,LÚ,128,39
11584,is-suh,786,3bdbe5ab-779d-48c7-b50f-70b2eb77dfc2,glyph_img/3bdbe5ab-779d-48c7-b50f-70b2eb77dfc2.png,,is,15,39
11585,ú-še-ri-ib,785,6ce6ede5-920f-4637-aac8-74239b264911,glyph_img/6ce6ede5-920f-4637-aac8-74239b264911.png,,ib,65,39
11586,ú-še-ri-ib,784,b395f4d0-0571-449e-b521-b32349446631,glyph_img/b395f4d0-0571-449e-b521-b32349446631.png,,še,95,39
11587,EN.NUN,783,f65855b5-6293-4be5-affc-af74118625ca,glyph_img/f65855b5-6293-4be5-affc-af74118625ca.png,,NUN,92,39
11588,MAH.MEŠ,782,f93e7134-9afa-46df-bf8e-a8d263f28bfd,glyph_img/f93e7134-9afa-46df-bf8e-a8d263f28bfd.png,,MAH,217,39
11589,EN.NUN,781,cfbb261e-31ed-454c-8dad-40b0bf4a56ef,glyph_img/cfbb261e-31ed-454c-8dad-40b0bf4a56ef.png,,EN,233,39
11590,áš-bu-ú,780,4a367900-aab5-4614-8cfd-6c66ed4f444c,glyph_img/4a367900-aab5-4614-8cfd-6c66ed4f444c.png,,áš,132,39
11591,E.KI,779,b6ada51b-acba-4c02-822f-8f37ad2358c0,glyph_img/b6ada51b-acba-4c02-822f-8f37ad2358c0.png,,KI,193,39
11592,LUGAL,778,6bbb8311-9dfa-4b26-a663-f16568aa1bb5,glyph_img/6bbb8311-9dfa-4b26-a663-f16568aa1bb5.png,,LUGAL,72,39
11593,DÙ-ma,777,a7564573-eedb-49a7-8446-7af87110f4a1,glyph_img/a7564573-eedb-49a7-8446-7af87110f4a1.png,,DÙ,74,39
11594,d.Na-na-a,776,1cc19094-919f-4313-b698-29a79e384a8c,glyph_img/1cc19094-919f-4313-b698-29a79e384a8c.png,first 'na',na,172,39
11595,GUB.MEŠ-niš-šú,775,71742d45-0e2d-448a-8c8b-652b4ce0e840,glyph_img/71742d45-0e2d-448a-8c8b-652b4ce0e840.png,,šú,113,39
11596,GUB.MEŠ-niš-šú,774,c87555e8-3c38-4289-b9a3-f54480553639,glyph_img/c87555e8-3c38-4289-b9a3-f54480553639.png,,niš,75,39
11597,GUB.MEŠ-niš-šú,773,2111eea0-33f6-4a70-a38a-6cea2632e353,glyph_img/2111eea0-33f6-4a70-a38a-6cea2632e353.png,,MEŠ,115,39
11598,GUB.MEŠ-niš-šú,772,4734b2dc-ae0f-4e45-9446-f52d3a9a5054,glyph_img/4734b2dc-ae0f-4e45-9446-f52d3a9a5054.png,,GUB,163,39
11599,DINGIR.MEŠ,771,93042186-9357-4341-a040-69b556c67a2b,glyph_img/93042186-9357-4341-a040-69b556c67a2b.png,,DINGIR,179,39
11600,d.É-sur-ri-tu4,770,99241b23-aad4-415d-8827-4cc61e65a354,glyph_img/99241b23-aad4-415d-8827-4cc61e65a354.png,,tu4,164,39
11601,d.É-sur-ri-tu4,769,37710548-9a09-4837-a792-509306692e93,glyph_img/37710548-9a09-4837-a792-509306692e93.png,,sur,69,39
